Model Name,Model Type,Model Version,Date,Daily Volume,Performance Metrics,Company Name
Model 27,Regression,[2],5/12/2022,[1550],[0.73],Nationwide
Model 27,Regression,[2],5/13/2022,[1163],[3.49],Nationwide
Model 27,Regression,[2],5/14/2022,[2288],[2.66],Nationwide
Model 27,Regression,[2],5/15/2022,[4365],[4.51],Nationwide
Model 27,Regression,[2],5/16/2022,[2598],[2.11],Nationwide
Model 27,Regression,[2],5/17/2022,[1207],[2.5],Nationwide
Model 27,Regression,[2],5/18/2022,[2578],[4.93],Nationwide
Model 27,Regression,[2],5/19/2022,[4792],[1.06],Nationwide
Model 27,Regression,[2],5/20/2022,[4958],[3.43],Nationwide
Model 27,Regression,[2],5/21/2022,[3106],[4.25],Nationwide
Model 27,Regression,[2],5/22/2022,[1777],[3.47],Nationwide
Model 27,Regression,[2],5/23/2022,[2656],[3.2],Nationwide
Model 27,Regression,[2],5/24/2022,[2587],[1.94],Nationwide
Model 27,Regression,[2],5/25/2022,[1934],[1.29],Nationwide
Model 27,Regression,[2],5/26/2022,[4208],[1.53],Nationwide
Model 27,Regression,[2],5/27/2022,[1836],[1.68],Nationwide
Model 27,Regression,[2],5/28/2022,[1098],[4.2],Nationwide
Model 27,Regression,[2],5/29/2022,[2263],[2.32],Nationwide
Model 27,Regression,[2],5/30/2022,[2147],[0.62],Nationwide
Model 27,Regression,[2],5/31/2022,[1481],[1.52],Nationwide
Model 27,Regression,[2],6/1/2022,[1291],[0.5],Nationwide
Model 27,Regression,[2],6/2/2022,[3507],[4.69],Nationwide
Model 27,Regression,[2],6/3/2022,[1876],[0.45],Nationwide
Model 27,Regression,[2],6/4/2022,[1416],[2.29],Nationwide
Model 27,Regression,[2],6/5/2022,[1123],[4.76],Nationwide
Model 27,Regression,[2],6/6/2022,[2211],[1.34],Nationwide
Model 27,Regression,[2],6/7/2022,[1473],[4.91],Nationwide
Model 27,Regression,[2],6/8/2022,[1779],[2.14],Nationwide
Model 27,Regression,[2],6/9/2022,[2440],[2.37],Nationwide
Model 27,Regression,[2],6/10/2022,[1542],[3.35],Nationwide
Model 27,Regression,[2],6/11/2022,[1004],[2.18],Nationwide
Model 27,Regression,[2],6/12/2022,[2886],[3.95],Nationwide
Model 27,Regression,[2],6/13/2022,[4673],[1.98],Nationwide
Model 27,Regression,[2],6/14/2022,[3186],[0.84],Nationwide
Model 27,Regression,[2],6/15/2022,[4283],[1.79],Nationwide
Model 27,Regression,[2],6/16/2022,[2925],[1.75],Nationwide
Model 27,Regression,[2],6/17/2022,[3807],[2.21],Nationwide
Model 27,Regression,[2],6/18/2022,[3441],[0.29],Nationwide
Model 27,Regression,[2],6/19/2022,[4219],[3.77],Nationwide
Model 27,Regression,[2],6/20/2022,[1342],[2.54],Nationwide
Model 27,Regression,[2],6/21/2022,[3372],[2.23],Nationwide
Model 27,Regression,[2],6/22/2022,[2437],[2.14],Nationwide
Model 27,Regression,[2],6/23/2022,[4006],[1.36],Nationwide
Model 27,Regression,[2],6/24/2022,[1248],[3.97],Nationwide
Model 28,Classification,"[2,3]",8/6/2022,"[4500, 2473]","[[0.81, 0.84, 0.8], [0.73, 0.93, 0.72]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/7/2022,"[2707, 1427]","[[0.8, 0.71, 0.83], [0.82, 0.95, 0.72]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/8/2022,"[1941, 1636]","[[0.81, 0.85, 0.76], [0.74, 0.86, 0.86]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/9/2022,"[2475, 3343]","[[0.94, 0.89, 0.78], [0.94, 0.72, 0.85]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/10/2022,"[1550, 1783]","[[0.87, 0.81, 0.94], [0.84, 0.75, 0.89]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/11/2022,"[1819, 3692]","[[0.92, 0.71, 0.77], [0.76, 0.9, 0.81]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/12/2022,"[2356, 3587]","[[0.85, 0.72, 0.87], [0.75, 0.71, 0.91]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/13/2022,"[4513, 4724]","[[0.79, 0.73, 0.79], [0.87, 0.82, 0.8]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/14/2022,"[2604, 4229]","[[0.93, 0.82, 0.9], [0.73, 0.7, 0.88]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/15/2022,"[1950, 4622]","[[0.72, 0.9, 0.91], [0.75, 0.94, 0.77]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/16/2022,"[3079, 1602]","[[0.71, 0.86, 0.9], [0.82, 0.71, 0.81]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/17/2022,"[4052, 4548]","[[0.92, 0.7, 0.79], [0.91, 0.7, 0.73]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/18/2022,"[4334, 2069]","[[0.94, 0.73, 0.85], [0.73, 0.72, 0.72]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/19/2022,"[4603, 3890]","[[0.81, 0.93, 0.91], [0.91, 0.86, 0.85]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/20/2022,"[4051, 2896]","[[0.82, 0.94, 0.88], [0.71, 0.72, 0.91]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/21/2022,"[3966, 2697]","[[0.83, 0.92, 0.86], [0.81, 0.75, 0.78]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/22/2022,"[1636, 2006]","[[0.73, 0.93, 0.71], [0.9, 0.82, 0.8]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/23/2022,"[2507, 2947]","[[0.7, 0.81, 0.83], [0.72, 0.95, 0.75]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/24/2022,"[4266, 2543]","[[0.78, 0.76, 0.9], [0.92, 0.86, 0.74]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/25/2022,"[1774, 3491]","[[0.95, 0.92, 0.81], [0.79, 0.91, 0.88]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/26/2022,"[4047, 1927]","[[0.74, 0.91, 0.83], [0.86, 0.88, 0.7]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/27/2022,"[1976, 3994]","[[0.8, 0.87, 0.82], [0.76, 0.79, 0.87]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/28/2022,"[2505, 1757]","[[0.92, 0.76, 0.78], [0.79, 0.73, 0.83]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/29/2022,"[2934, 1888]","[[0.92, 0.88, 0.92], [0.8, 0.78, 0.91]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/30/2022,"[4037, 1271]","[[0.77, 0.8, 0.89], [0.92, 0.74, 0.88]]",Liberty Mutual
Model 28,Classification,"[2,3]",8/31/2022,"[3742, 4014]","[[0.87, 0.78, 0.78], [0.9, 0.85, 0.78]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/1/2022,"[1722, 2773]","[[0.82, 0.76, 0.87], [0.76, 0.91, 0.92]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/2/2022,"[4411, 2898]","[[0.82, 0.86, 0.73], [0.94, 0.79, 0.82]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/3/2022,"[4702, 3711]","[[0.93, 0.73, 0.81], [0.93, 0.79, 0.79]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/4/2022,"[3704, 1820]","[[0.89, 0.87, 0.9], [0.93, 0.87, 0.78]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/5/2022,"[4039, 4386]","[[0.87, 0.78, 0.71], [0.95, 0.9, 0.84]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/6/2022,"[1404, 4533]","[[0.77, 0.86, 0.92], [0.91, 0.78, 0.71]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/7/2022,"[4495, 1750]","[[0.82, 0.78, 0.82], [0.75, 0.73, 0.88]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/8/2022,"[4312, 3034]","[[0.72, 0.94, 0.83], [0.76, 0.9, 0.8]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/9/2022,"[1366, 4553]","[[0.89, 0.76, 0.77], [0.77, 0.71, 0.94]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/10/2022,"[2286, 1088]","[[0.78, 0.8, 0.88], [0.95, 0.94, 0.72]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/11/2022,"[1452, 1265]","[[0.83, 0.87, 0.8], [0.93, 0.95, 0.72]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/12/2022,"[4139, 1209]","[[0.73, 0.85, 0.72], [0.72, 0.75, 0.89]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/13/2022,"[1477, 1174]","[[0.78, 0.88, 0.89], [0.82, 0.86, 0.89]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/14/2022,"[4199, 3448]","[[0.79, 0.95, 0.87], [0.78, 0.85, 0.83]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/15/2022,"[1391, 1450]","[[0.89, 0.93, 0.92], [0.73, 0.82, 0.86]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/16/2022,"[3768, 3845]","[[0.94, 0.89, 0.95], [0.76, 0.8, 0.86]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/17/2022,"[4599, 4774]","[[0.72, 0.77, 0.86], [0.81, 0.79, 0.9]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/18/2022,"[3883, 4744]","[[0.93, 0.73, 0.72], [0.86, 0.71, 0.79]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/19/2022,"[3327, 4719]","[[0.82, 0.88, 0.86], [0.74, 0.83, 0.72]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/20/2022,"[3378, 2254]","[[0.78, 0.75, 0.76], [0.77, 0.84, 0.9]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/21/2022,"[2877, 1777]","[[0.8, 0.95, 0.93], [0.79, 0.81, 0.88]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/22/2022,"[2919, 4837]","[[0.86, 0.83, 0.91], [0.92, 0.77, 0.76]]",Liberty Mutual
Model 28,Classification,"[2,3]",9/23/2022,"[3476, 1269]","[[0.75, 0.78, 0.92], [0.91, 0.71, 0.9]]",Liberty Mutual
Model 29,Multi-Class,[2],8/5/2023,[4914],"[[0.75, 0.72, 0.89]]",Liberty Mutual
Model 29,Multi-Class,[2],8/6/2023,[2342],"[[0.74, 0.77, 0.9]]",Liberty Mutual
Model 29,Multi-Class,[2],8/7/2023,[3351],"[[0.92, 0.81, 0.72]]",Liberty Mutual
Model 29,Multi-Class,[2],8/8/2023,[4306],"[[0.81, 0.93, 0.8]]",Liberty Mutual
Model 29,Multi-Class,[2],8/9/2023,[2731],"[[0.94, 0.82, 0.79]]",Liberty Mutual
Model 29,Multi-Class,[2],8/10/2023,[2619],"[[0.7, 0.84, 0.75]]",Liberty Mutual
Model 29,Multi-Class,[2],8/11/2023,[3655],"[[0.87, 0.8, 0.76]]",Liberty Mutual
Model 29,Multi-Class,[2],8/12/2023,[2318],"[[0.86, 0.77, 0.81]]",Liberty Mutual
Model 29,Multi-Class,[2],8/13/2023,[4973],"[[0.88, 0.82, 0.86]]",Liberty Mutual
Model 29,Multi-Class,[2],8/14/2023,[4566],"[[0.89, 0.75, 0.73]]",Liberty Mutual
Model 29,Multi-Class,[2],8/15/2023,[3276],"[[0.85, 0.8, 0.77]]",Liberty Mutual
Model 29,Multi-Class,[2],8/16/2023,[2541],"[[0.95, 0.89, 0.85]]",Liberty Mutual
Model 29,Multi-Class,[2],8/17/2023,[3028],"[[0.74, 0.8, 0.76]]",Liberty Mutual
Model 29,Multi-Class,[2],8/18/2023,[2670],"[[0.8, 0.94, 0.71]]",Liberty Mutual
Model 29,Multi-Class,[2],8/19/2023,[2778],"[[0.87, 0.73, 0.76]]",Liberty Mutual
Model 29,Multi-Class,[2],8/20/2023,[3332],"[[0.93, 0.93, 0.89]]",Liberty Mutual
Model 29,Multi-Class,[2],8/21/2023,[4180],"[[0.75, 0.93, 0.78]]",Liberty Mutual
Model 29,Multi-Class,[2],8/22/2023,[2816],"[[0.8, 0.91, 0.71]]",Liberty Mutual
Model 29,Multi-Class,[2],8/23/2023,[4999],"[[0.84, 0.82, 0.94]]",Liberty Mutual
Model 29,Multi-Class,[2],8/24/2023,[2838],"[[0.71, 0.91, 0.8]]",Liberty Mutual
Model 29,Multi-Class,[2],8/25/2023,[4748],"[[0.88, 0.9, 0.72]]",Liberty Mutual
Model 29,Multi-Class,[2],8/26/2023,[4658],"[[0.73, 0.81, 0.94]]",Liberty Mutual
Model 29,Multi-Class,[2],8/27/2023,[1508],"[[0.73, 0.92, 0.8]]",Liberty Mutual
Model 29,Multi-Class,[2],8/28/2023,[1846],"[[0.71, 0.79, 0.82]]",Liberty Mutual
Model 29,Multi-Class,[2],8/29/2023,[1223],"[[0.9, 0.75, 0.9]]",Liberty Mutual
Model 29,Multi-Class,[2],8/30/2023,[2899],"[[0.86, 0.78, 0.88]]",Liberty Mutual
Model 29,Multi-Class,[2],8/31/2023,[3268],"[[0.83, 0.79, 0.83]]",Liberty Mutual
Model 29,Multi-Class,[2],9/1/2023,[2920],"[[0.92, 0.8, 0.81]]",Liberty Mutual
Model 29,Multi-Class,[2],9/2/2023,[2849],"[[0.77, 0.81, 0.71]]",Liberty Mutual
Model 29,Multi-Class,[2],9/3/2023,[2118],"[[0.72, 0.89, 0.88]]",Liberty Mutual
Model 29,Multi-Class,[2],9/4/2023,[4263],"[[0.78, 0.8, 0.8]]",Liberty Mutual
Model 29,Multi-Class,[2],9/5/2023,[4855],"[[0.71, 0.82, 0.85]]",Liberty Mutual
Model 29,Multi-Class,[2],9/6/2023,[3814],"[[0.86, 0.88, 0.87]]",Liberty Mutual
Model 29,Multi-Class,[2],9/7/2023,[1063],"[[0.8, 0.85, 0.82]]",Liberty Mutual
Model 29,Multi-Class,[2],9/8/2023,[3837],"[[0.84, 0.86, 0.82]]",Liberty Mutual
Model 29,Multi-Class,[2],9/9/2023,[4245],"[[0.94, 0.84, 0.91]]",Liberty Mutual
Model 29,Multi-Class,[2],9/10/2023,[4564],"[[0.89, 0.94, 0.91]]",Liberty Mutual
Model 29,Multi-Class,[2],9/11/2023,[4791],"[[0.79, 0.83, 0.88]]",Liberty Mutual
Model 29,Multi-Class,[2],9/12/2023,[2629],"[[0.74, 0.85, 0.84]]",Liberty Mutual
Model 29,Multi-Class,[2],9/13/2023,[2344],"[[0.8, 0.94, 0.83]]",Liberty Mutual
Model 29,Multi-Class,[2],9/14/2023,[4874],"[[0.78, 0.8, 0.92]]",Liberty Mutual
Model 29,Multi-Class,[2],9/15/2023,[2193],"[[0.86, 0.9, 0.76]]",Liberty Mutual
Model 29,Multi-Class,[2],9/16/2023,[2931],"[[0.73, 0.9, 0.85]]",Liberty Mutual
Model 29,Multi-Class,[2],9/17/2023,[2395],"[[0.93, 0.8, 0.79]]",Liberty Mutual
Model 29,Multi-Class,[2],9/18/2023,[4641],"[[0.91, 0.84, 0.78]]",Liberty Mutual
Model 29,Multi-Class,[2],9/19/2023,[4855],"[[0.88, 0.92, 0.7]]",Liberty Mutual
Model 29,Multi-Class,[2],9/20/2023,[3619],"[[0.88, 0.78, 0.84]]",Liberty Mutual
Model 29,Multi-Class,[2],9/21/2023,[4931],"[[0.84, 0.85, 0.74]]",Liberty Mutual
Model 29,Multi-Class,[2],9/22/2023,[1586],"[[0.85, 0.7, 0.82]]",Liberty Mutual
Model 29,Multi-Class,[2],9/23/2023,[3081],"[[0.72, 0.92, 0.88]]",Liberty Mutual
Model 29,Multi-Class,[2],9/24/2023,[2110],"[[0.88, 0.74, 0.71]]",Liberty Mutual
Model 29,Multi-Class,[2],9/25/2023,[4715],"[[0.78, 0.95, 0.71]]",Liberty Mutual
Model 29,Multi-Class,[2],9/26/2023,[2019],"[[0.72, 0.74, 0.91]]",Liberty Mutual
Model 29,Multi-Class,[2],9/27/2023,[1978],"[[0.94, 0.82, 0.87]]",Liberty Mutual
Model 29,Multi-Class,[2],9/28/2023,[3311],"[[0.85, 0.95, 0.73]]",Liberty Mutual
Model 29,Multi-Class,[2],9/29/2023,[2998],"[[0.87, 0.71, 0.78]]",Liberty Mutual
Model 29,Multi-Class,[2],9/30/2023,[3901],"[[0.92, 0.74, 0.77]]",Liberty Mutual
Model 29,Multi-Class,[2],10/1/2023,[3025],"[[0.94, 0.8, 0.78]]",Liberty Mutual
Model 29,Multi-Class,[2],10/2/2023,[4464],"[[0.82, 0.93, 0.83]]",Liberty Mutual
Model 29,Multi-Class,[2],10/3/2023,[3825],"[[0.81, 0.91, 0.78]]",Liberty Mutual
Model 30,Multi-Class,[1],4/20/2022,[1433],"[[0.76, 0.9, 0.8]]",Nationwide
Model 30,Multi-Class,[1],4/21/2022,[2736],"[[0.95, 0.82, 0.93]]",Nationwide
Model 30,Multi-Class,[1],4/22/2022,[1351],"[[0.73, 0.71, 0.88]]",Nationwide
Model 30,Multi-Class,[1],4/23/2022,[3533],"[[0.84, 0.71, 0.79]]",Nationwide
Model 30,Multi-Class,[1],4/24/2022,[1011],"[[0.71, 0.87, 0.84]]",Nationwide
Model 30,Multi-Class,[1],4/25/2022,[3516],"[[0.84, 0.89, 0.83]]",Nationwide
Model 30,Multi-Class,[1],4/26/2022,[1728],"[[0.79, 0.82, 0.94]]",Nationwide
Model 30,Multi-Class,[1],4/27/2022,[3102],"[[0.8, 0.86, 0.72]]",Nationwide
Model 30,Multi-Class,[1],4/28/2022,[3631],"[[0.74, 0.88, 0.9]]",Nationwide
Model 30,Multi-Class,[1],4/29/2022,[4965],"[[0.79, 0.76, 0.85]]",Nationwide
Model 30,Multi-Class,[1],4/30/2022,[2305],"[[0.84, 0.7, 0.72]]",Nationwide
Model 30,Multi-Class,[1],5/1/2022,[4963],"[[0.88, 0.87, 0.85]]",Nationwide
Model 30,Multi-Class,[1],5/2/2022,[4740],"[[0.8, 0.71, 0.91]]",Nationwide
Model 30,Multi-Class,[1],5/3/2022,[2153],"[[0.81, 0.71, 0.92]]",Nationwide
Model 30,Multi-Class,[1],5/4/2022,[2174],"[[0.76, 0.82, 0.82]]",Nationwide
Model 30,Multi-Class,[1],5/5/2022,[3478],"[[0.75, 0.92, 0.8]]",Nationwide
Model 30,Multi-Class,[1],5/6/2022,[3257],"[[0.83, 0.87, 0.85]]",Nationwide
Model 30,Multi-Class,[1],5/7/2022,[3236],"[[0.84, 0.86, 0.93]]",Nationwide
Model 30,Multi-Class,[1],5/8/2022,[1100],"[[0.71, 0.71, 0.94]]",Nationwide
Model 30,Multi-Class,[1],5/9/2022,[2269],"[[0.92, 0.83, 0.74]]",Nationwide
Model 30,Multi-Class,[1],5/10/2022,[2196],"[[0.94, 0.89, 0.79]]",Nationwide
Model 30,Multi-Class,[1],5/11/2022,[2430],"[[0.82, 0.86, 0.75]]",Nationwide
Model 30,Multi-Class,[1],5/12/2022,[3090],"[[0.93, 0.95, 0.94]]",Nationwide
Model 30,Multi-Class,[1],5/13/2022,[1123],"[[0.86, 0.8, 0.94]]",Nationwide
Model 30,Multi-Class,[1],5/14/2022,[4047],"[[0.92, 0.88, 0.95]]",Nationwide
Model 30,Multi-Class,[1],5/15/2022,[3473],"[[0.81, 0.73, 0.8]]",Nationwide
Model 30,Multi-Class,[1],5/16/2022,[3583],"[[0.86, 0.79, 0.83]]",Nationwide
Model 30,Multi-Class,[1],5/17/2022,[1516],"[[0.87, 0.74, 0.89]]",Nationwide
Model 30,Multi-Class,[1],5/18/2022,[2031],"[[0.92, 0.91, 0.92]]",Nationwide
Model 30,Multi-Class,[1],5/19/2022,[3264],"[[0.84, 0.95, 0.87]]",Nationwide
Model 30,Multi-Class,[1],5/20/2022,[2331],"[[0.75, 0.91, 0.87]]",Nationwide
Model 30,Multi-Class,[1],5/21/2022,[3857],"[[0.93, 0.93, 0.79]]",Nationwide
Model 30,Multi-Class,[1],5/22/2022,[1453],"[[0.73, 0.75, 0.8]]",Nationwide
Model 30,Multi-Class,[1],5/23/2022,[3675],"[[0.93, 0.88, 0.89]]",Nationwide
Model 30,Multi-Class,[1],5/24/2022,[2534],"[[0.74, 0.94, 0.79]]",Nationwide
Model 30,Multi-Class,[1],5/25/2022,[4385],"[[0.79, 0.86, 0.95]]",Nationwide
Model 30,Multi-Class,[1],5/26/2022,[2588],"[[0.81, 0.83, 0.81]]",Nationwide
Model 30,Multi-Class,[1],5/27/2022,[2364],"[[0.8, 0.84, 0.88]]",Nationwide
Model 30,Multi-Class,[1],5/28/2022,[4204],"[[0.78, 0.8, 0.72]]",Nationwide
Model 30,Multi-Class,[1],5/29/2022,[3770],"[[0.78, 0.75, 0.91]]",Nationwide
Model 30,Multi-Class,[1],5/30/2022,[3972],"[[0.74, 0.76, 0.74]]",Nationwide
Model 30,Multi-Class,[1],5/31/2022,[4842],"[[0.84, 0.71, 0.72]]",Nationwide
Model 30,Multi-Class,[1],6/1/2022,[2612],"[[0.89, 0.74, 0.94]]",Nationwide
Model 30,Multi-Class,[1],6/2/2022,[1307],"[[0.7, 0.76, 0.77]]",Nationwide
Model 30,Multi-Class,[1],6/3/2022,[3085],"[[0.7, 0.92, 0.79]]",Nationwide
Model 30,Multi-Class,[1],6/4/2022,[4189],"[[0.8, 0.76, 0.77]]",Nationwide
Model 30,Multi-Class,[1],6/5/2022,[4993],"[[0.94, 0.73, 0.75]]",Nationwide
Model 30,Multi-Class,[1],6/6/2022,[1110],"[[0.94, 0.88, 0.86]]",Nationwide
Model 30,Multi-Class,[1],6/7/2022,[3051],"[[0.95, 0.8, 0.9]]",Nationwide
Model 30,Multi-Class,[1],6/8/2022,[1023],"[[0.76, 0.92, 0.87]]",Nationwide
Model 30,Multi-Class,[1],6/9/2022,[1215],"[[0.77, 0.94, 0.87]]",Nationwide
Model 30,Multi-Class,[1],6/10/2022,[2160],"[[0.74, 0.91, 0.73]]",Nationwide
Model 30,Multi-Class,[1],6/11/2022,[4543],"[[0.88, 0.77, 0.81]]",Nationwide
Model 30,Multi-Class,[1],6/12/2022,[3227],"[[0.79, 0.86, 0.8]]",Nationwide
Model 30,Multi-Class,[1],6/13/2022,[3077],"[[0.84, 0.93, 0.92]]",Nationwide
Model 30,Multi-Class,[1],6/14/2022,[4328],"[[0.88, 0.77, 0.74]]",Nationwide
Model 30,Multi-Class,[1],6/15/2022,[1181],"[[0.74, 0.94, 0.8]]",Nationwide
Model 30,Multi-Class,[1],6/16/2022,[3246],"[[0.79, 0.71, 0.73]]",Nationwide
Model 30,Multi-Class,[1],6/17/2022,[3390],"[[0.84, 0.72, 0.91]]",Nationwide
Model 30,Multi-Class,[1],6/18/2022,[2868],"[[0.86, 0.88, 0.89]]",Nationwide
Model 30,Multi-Class,[1],6/19/2022,[3977],"[[0.93, 0.87, 0.76]]",Nationwide
Model 30,Multi-Class,[1],6/20/2022,[2446],"[[0.94, 0.71, 0.9]]",Nationwide
Model 30,Multi-Class,[1],6/21/2022,[1313],"[[0.95, 0.8, 0.86]]",Nationwide
Model 30,Multi-Class,[1],6/22/2022,[2908],"[[0.82, 0.74, 0.86]]",Nationwide
Model 30,Multi-Class,[1],6/23/2022,[2893],"[[0.87, 0.89, 0.85]]",Nationwide
Model 30,Multi-Class,[1],6/24/2022,[4898],"[[0.82, 0.76, 0.93]]",Nationwide
Model 30,Multi-Class,[1],6/25/2022,[1753],"[[0.91, 0.85, 0.81]]",Nationwide
Model 30,Multi-Class,[1],6/26/2022,[2110],"[[0.92, 0.87, 0.74]]",Nationwide
Model 31,Regression,[3],5/24/2021,[2274],[1.63],State Farm
Model 31,Regression,[3],5/25/2021,[4381],[0.48],State Farm
Model 31,Regression,[3],5/26/2021,[1518],[2.13],State Farm
Model 31,Regression,[3],5/27/2021,[2532],[0.34],State Farm
Model 31,Regression,[3],5/28/2021,[3994],[1.58],State Farm
Model 31,Regression,[3],5/29/2021,[1493],[2.6],State Farm
Model 31,Regression,[3],5/30/2021,[3392],[1.18],State Farm
Model 31,Regression,[3],5/31/2021,[1788],[2.01],State Farm
Model 31,Regression,[3],6/1/2021,[2602],[3.83],State Farm
Model 31,Regression,[3],6/2/2021,[4043],[0.91],State Farm
Model 31,Regression,[3],6/3/2021,[2750],[0.23],State Farm
Model 31,Regression,[3],6/4/2021,[2612],[3.84],State Farm
Model 31,Regression,[3],6/5/2021,[3644],[0.7],State Farm
Model 31,Regression,[3],6/6/2021,[1037],[3.11],State Farm
Model 31,Regression,[3],6/7/2021,[3269],[1.05],State Farm
Model 31,Regression,[3],6/8/2021,[4931],[1.52],State Farm
Model 31,Regression,[3],6/9/2021,[2198],[4.55],State Farm
Model 31,Regression,[3],6/10/2021,[4087],[2.47],State Farm
Model 31,Regression,[3],6/11/2021,[2160],[2.6],State Farm
Model 31,Regression,[3],6/12/2021,[4691],[0.25],State Farm
Model 31,Regression,[3],6/13/2021,[1257],[3.1],State Farm
Model 31,Regression,[3],6/14/2021,[2119],[2.63],State Farm
Model 31,Regression,[3],6/15/2021,[2487],[4.75],State Farm
Model 31,Regression,[3],6/16/2021,[3945],[1.36],State Farm
Model 31,Regression,[3],6/17/2021,[2079],[0.16],State Farm
Model 31,Regression,[3],6/18/2021,[3579],[3.3],State Farm
Model 31,Regression,[3],6/19/2021,[2297],[2.22],State Farm
Model 31,Regression,[3],6/20/2021,[3607],[0.87],State Farm
Model 31,Regression,[3],6/21/2021,[3169],[0.92],State Farm
Model 31,Regression,[3],6/22/2021,[2360],[0.9],State Farm
Model 31,Regression,[3],6/23/2021,[1878],[3.51],State Farm
Model 31,Regression,[3],6/24/2021,[4475],[4.7],State Farm
Model 31,Regression,[3],6/25/2021,[1314],[4.31],State Farm
Model 31,Regression,[3],6/26/2021,[3407],[0.86],State Farm
Model 31,Regression,[3],6/27/2021,[3689],[3.4],State Farm
Model 31,Regression,[3],6/28/2021,[2381],[2.81],State Farm
Model 31,Regression,[3],6/29/2021,[3963],[4.14],State Farm
Model 31,Regression,[3],6/30/2021,[4902],[1.16],State Farm
Model 31,Regression,[3],7/1/2021,[3578],[4.64],State Farm
Model 31,Regression,[3],7/2/2021,[2371],[0.85],State Farm
Model 31,Regression,[3],7/3/2021,[3095],[2.62],State Farm
Model 31,Regression,[3],7/4/2021,[4456],[4.06],State Farm
Model 31,Regression,[3],7/5/2021,[4048],[0.95],State Farm
Model 31,Regression,[3],7/6/2021,[4166],[2.86],State Farm
Model 31,Regression,[3],7/7/2021,[2775],[4.48],State Farm
Model 31,Regression,[3],7/8/2021,[3473],[4.89],State Farm
Model 31,Regression,[3],7/9/2021,[2317],[2.79],State Farm
Model 31,Regression,[3],7/10/2021,[4582],[4.89],State Farm
Model 31,Regression,[3],7/11/2021,[3223],[2.76],State Farm
Model 31,Regression,[3],7/12/2021,[3784],[1.51],State Farm
Model 31,Regression,[3],7/13/2021,[2333],[2.48],State Farm
Model 31,Regression,[3],7/14/2021,[4546],[2.97],State Farm
Model 31,Regression,[3],7/15/2021,[2679],[3.85],State Farm
Model 31,Regression,[3],7/16/2021,[3679],[0.45],State Farm
Model 31,Regression,[3],7/17/2021,[3959],[4.47],State Farm
Model 31,Regression,[3],7/18/2021,[1357],[3.1],State Farm
Model 31,Regression,[3],7/19/2021,[4810],[3.95],State Farm
Model 31,Regression,[3],7/20/2021,[3955],[2.53],State Farm
Model 31,Regression,[3],7/21/2021,[3225],[1.98],State Farm
Model 31,Regression,[3],7/22/2021,[3184],[1.37],State Farm
Model 31,Regression,[3],7/23/2021,[4222],[1.25],State Farm
Model 31,Regression,[3],7/24/2021,[1494],[0.4],State Farm
Model 31,Regression,[3],7/25/2021,[1414],[3.64],State Farm
